Company Name,Location,"Employees
Affected","Layoff
Date"
THE BOEING COMPANY,LONG BEACH,54,3/23/12
THE BOEING COMPANY,LONG BEACH,16,4/6/12
THE BOEING COMPANY,LONG BEACH,169,5/28/12
THE BOEING COMPANY,LONG BEACH,31,7/20/12
THE BOEING COMPANY,LONG BEACH,40,8/24/12
THE BOEING COMPANY,LONG BEACH,18,10/19/12
THE BOEING COMPANY,LONG BEACH,16,12/14/12
THE BOEING COMPANY,SEAL BEACH,17,5/28/12
THE BOEING COMPANY,SEAL BEACH,5,7/20/12
THE BOEING COMPANY,SEAL BEACH,12,8/24/12
THE BOEING COMPANY,VANDENBERG AFB,8,3/30/12
THE BOEING COMPANY,VANDENBERG AFB,1,4/6/12
THE CHEESECAKE FACTORY,LOS ANGELES,130,9/26/12
"THE CHEESECAKE FACTORY BAKERY, 
INC.",AGOURA HILLS,135,4/2/12
THE WILSHIRE HOTEL,LOS ANGELES,146,6/10/12
"THQ, INC.",AGOURA HILLS,80,3/26/12
TIME WARNER CABLE,GARDEN GROVE,82,3/10/12
TIME WARNER CABLE,ORANGE,49,6/15/12
TIME WARNER CABLE,SAN DIEGO,70,8/12/12
"TOYOTA CENTRAL (MCCALL 
AUTOMOTICE, INC)",LOS ANGELES,130,12/14/12
"TOYOTA MATERIAL HANDLING U.S.A. 
(TMHU)",IRVINE,12,4/12/12
"TOYS ""R"" US",RIALTO,57,7/2/12
"TRAFFIC CONTROL AND SAFETY 
CORPORATION",ARCATA,2,8/1/12
"TRAFFIC CONTROL AND SAFETY 
CORPORATION",BAKERSFIELD,10,8/1/12
"TRAFFIC CONTROL AND SAFETY 
CORPORATION",FAIRFIELD,47,8/1/12
"TRAFFIC CONTROL AND SAFETY 
CORPORATION",FRESNO,18,8/1/12
"TRAFFIC CONTROL AND SAFETY 
CORPORATION",GARDEN GROVE,84,8/1/12
"TRAFFIC CONTROL AND SAFETY 
CORPORATION",NEWPORT BEACH,23,8/1/12
"TRAFFIC CONTROL AND SAFETY 
CORPORATION",NIPOMO,24,8/1/12
"TRAFFIC CONTROL AND SAFETY 
CORPORATION",POWAY,16,8/1/12
"TRAFFIC CONTROL AND SAFETY 
CORPORATION",REDDING,115,8/1/12
"TRAFFIC CONTROL AND SAFETY 
CORPORATION",SACRAMENTO,31,8/1/12
"TRAFFIC CONTROL AND SAFETY 
CORPORATION",SAN JOSE,15,8/1/12
TRI-CITY LINEN SUPPLY COMPANY,RIVERSIDE,75,10/27/12
"TRIWEST HEALTHCARE ALLIANCE 
CORP",ALAMEDA,2,2/15/12
"TRIWEST HEALTHCARE ALLIANCE 
CORP",SAN DIEGO,104,2/15/12
"TRUCKEE DISTRIBUTION 
WAREHOUSE (SSI VENTURE LLC)",TRUCKEE,3,6/30/12
"TWO JINN, INC.",CARLSBAD,48,9/16/12
"U.S. LOGISTICS, INC.",BARSTOW,160,7/1/12
"UNIFIED GROCERS, INC. FRESNO 
WAREHOUSE",FRESNO,80,10/27/12
UNISYS,"EDWARDS AIR 
FORCE BA",20,3/30/12
UNISYS,"EDWARDS AIR 
FORCE BA",20,4/27/12
UNISYS,"EDWARDS AIR 
FORCE BA",14,6/1/12
UNITED FOOD GROUP,VERNON,360,4/10/12
UNITED HEALTH GROUP,SAN DIEGO,85,1/2/12
UNITED LAUNCH ALLIANCE (ULA),SAN DIEGO,29,1/5/12
UNITED LAUNCH ALLIANCE (ULA),SAN DIEGO,15,3/29/12
"UNITED SPIRAL PIPE, LLC",PITTSBURG,105,8/1/12
USS-POSCO INDUSTRIES,PITTSBURG,144,9/20/12
"VERIZON WIRELESS (CELLCO 
PARTNERSHIP)",FOLSOM,94,5/30/12
"VERIZON WIRELESS (CELLCO 
PARTNERSHIP)",RANCHO CORDOVA,220,6/30/12
VWR DISTRIBUTION CENTER,BRISBANE,151,6/1/12
"VWR INTERNATIONAL, LLC",BRISBANE,30,11/9/12
"W SILICON VALLEY HOTEL (W HOTEL 
MANAGEMENT, INC)",NEWARK,68,12/18/12
"W&F MANUFACTURING, LLC",SUN VALLEY,28,12/7/12
"WALGREENS INFUSION 
RESPIRATORY SERVICE",ANAHEIM,63,5/15/12
WALT DISNEY PICTURES,BURBANK,67,12/1/12
"WDC EXPLORATION & WELLS, INC.",MONTCLAIR,54,8/18/12
WELLPOINT,NEWBURY PARK,73,6/4/12
WELLPOINT,NEWBURY PARK,19,6/12/12
WELLS FARGO,CONCORD,4,12/4/12
WELLS FARGO,CONCORD,57,12/30/12
WELLS FARGO & CO,CONCORD,1,1/26/12
"WELLS FARGO (CUSTOMER 
CONNECTION)",SANTA ANA,318,5/25/12
WESTERN DIGITAL FREMONT LLC.,FREMONT,77,10/16/12
"WISEBUYS LIQUIDATORS, INC",ELK GROVE,20,10/17/12
"WISEBUYS LIQUIDATORS, INC",FOLSOM,20,10/17/12
"WISEBUYS LIQUIDATORS, INC",ROSEVILLE,45,10/17/12
"WORLD MARKETING, INC",LA MIRADA,80,11/26/12
"XEROX STATE HEALTHCARE, LLC",LOS ANGELES,18,10/20/12
"XEROX STATE HEALTHCARE, LLC",SACRAMENTO,4,10/20/12
"XEROX STATE HEALTHCARE, LLC",STOCKTON,24,10/20/12
XOMA (US) LLC,BERKELEY,78,3/6/12
XPAL POWER INC.,MODESTO,6,1/3/12
"XYRATEX INTERNATIONAL, INC.",WEST SACRAMENTO,27,5/17/12
"XYRATEX INTERNATIONAL, INC.",WEST SACRAMENTO,78,11/29/12
YAHOO! INC.,BURBANK,65,6/8/12
YAHOO! INC.,SAN DIEGO,35,6/8/12
YAHOO! INC.,SANTA CLARA,130,6/8/12
YAHOO! INC.,SANTA MONICA,70,6/8/12
YAHOO! INC.,SUNNYVALE,720,6/8/12
"ZODIAC POOL SYSTEMS, INC.",MOORPARK,125,3/30/12
